0x09 ADD REGISTER,BC
0x19 ADD REGISTER,DE
0x21 LD REGISTER,nnnn
0x22 LD (nnnn),REGISTER
0x23 INC REGISTER
0x24 INC REGISTERH
0x25 DEC REGISTERH
0x26 LD REGISTERH,nn
0x29 ADD REGISTER,REGISTER
0x2a LD REGISTER,(nnnn)
0x2b DEC REGISTER
0x2c INC REGISTERL
0x2d DEC REGISTERL
0x2e LD REGISTERL,nn
0x34 INC (REGISTER+dd)
0x35 DEC (REGISTER+dd)
0x36 LD (REGISTER+dd),nn
0x39 ADD REGISTER,SP
0x44 LD B,REGISTERH
0x45 LD B,REGISTERL
0x46 LD B,(REGISTER+dd)
0x4c LD C,REGISTERH
0x4d LD C,REGISTERL
0x4e LD C,(REGISTER+dd)
0x54 LD D,REGISTERH
0x55 LD D,REGISTERL
0x56 LD D,(REGISTER+dd)
0x5c LD E,REGISTERH
0x5d LD E,REGISTERL
0x5e LD E,(REGISTER+dd)
0x60 LD REGISTERH,B
0x61 LD REGISTERH,C
0x62 LD REGISTERH,D
0x63 LD REGISTERH,E
0x64 LD REGISTERH,REGISTERH
0x65 LD REGISTERH,REGISTERL
0x66 LD H,(REGISTER+dd)
0x67 LD REGISTERH,A
0x68 LD REGISTERL,B
0x69 LD REGISTERL,C
0x6a LD REGISTERL,D
0x6b LD REGISTERL,E
0x6c LD REGISTERL,REGISTERH
0x6d LD REGISTERL,REGISTERL
0x6e LD L,(REGISTER+dd)
0x6f LD REGISTERL,A
0x70 LD (REGISTER+dd),B
0x71 LD (REGISTER+dd),C
0x72 LD (REGISTER+dd),D
0x73 LD (REGISTER+dd),E
0x74 LD (REGISTER+dd),H
0x75 LD (REGISTER+dd),L
0x77 LD (REGISTER+dd),A
0x7c LD A,REGISTERH
0x7d LD A,REGISTERL
0x7e LD A,(REGISTER+dd)
0x84 ADD A,REGISTERH
0x85 ADD A,REGISTERL
0x86 ADD A,(REGISTER+dd)
0x8c ADC A,REGISTERH
0x8d ADC A,REGISTERL
0x8e ADC A,(REGISTER+dd)
0x94 SUB A,REGISTERH
0x95 SUB A,REGISTERL
0x96 SUB A,(REGISTER+dd)
0x9c SBC A,REGISTERH
0x9d SBC A,REGISTERL
0x9e SBC A,(REGISTER+dd)
0xa4 AND A,REGISTERH
0xa5 AND A,REGISTERL
0xa6 AND A,(REGISTER+dd)
0xac XOR A,REGISTERH
0xad XOR A,REGISTERL
0xae XOR A,(REGISTER+dd)
0xb4 OR A,REGISTERH
0xb5 OR A,REGISTERL
0xb6 OR A,(REGISTER+dd)
0xbc CP A,REGISTERH
0xbd CP A,REGISTERL
0xbe CP A,(REGISTER+dd)
0xcb shift DDFDCB
0xe1 POP REGISTER
0xe3 EX (SP),REGISTER
0xe5 PUSH REGISTER
0xe9 JP REGISTER
0xf9 LD SP,REGISTER
